feature_1,feature_2,correlation,absolute_correlation,above_0p8
Weekend_Sleep_Difference_Hours,Focus_Concentration_Score,0.02163677992831788,0.02163677992831788,False
Fruit_Intake_Per_Day,Sitting_Hours_Per_Day,0.02163004252384533,0.02163004252384533,False
Height_cm,Exercise_Frequency_Per_Week,0.021515421774895405,0.021515421774895405,False
Nap_Frequency_Per_Week,Fruit_Intake_Per_Day,0.02150977818417554,0.02150977818417554,False
Weight_kg,Sitting_Hours_Per_Day,0.021320034966456604,0.021320034966456604,False
Sleep_Quality_Score,Water_Intake_Liters,0.021209648136343906,0.021209648136343906,False
Fast_Food_Meals_Per_Week,Mood_Score,0.021025137412002803,0.021025137412002803,False
Weight_kg,Exercise_Frequency_Per_Week,0.021013726021578746,0.021013726021578746,False
Sleep_Quality_Score,Immune_Health_Score,0.020999194686325558,0.020999194686325558,False
Age,Daily_Steps,0.020762682895392445,0.020762682895392445,False
Weight_kg,Daily_Steps,0.020756636184221515,0.020756636184221515,False
Fruit_Intake_Per_Day,Sugary_Drinks_Per_Week,0.020569333194990415,0.020569333194990415,False
Fruit_Intake_Per_Day,Protein_Intake_Grams,0.02032554251712739,0.02032554251712739,False
Diastolic_BP,Focus_Concentration_Score,-0.020117826745910224,0.020117826745910224,False
Age,Immune_Health_Score,0.02002539979407162,0.02002539979407162,False
Number_of_Night_Awakenings,Water_Intake_Liters,0.019772157834084605,0.019772157834084605,False
Blood_Sugar_Level,Energy_Level_Score,0.019592700548828706,0.019592700548828706,False
Nap_Frequency_Per_Week,Sugary_Drinks_Per_Week,-0.019329825670089864,0.019329825670089864,False
Sleep_Duration_Hours,Sitting_Hours_Per_Day,0.01932703226012038,0.01932703226012038,False
Daily_Calorie_Intake,Vegetable_Intake_Per_Day,-0.01917575283332119,0.01917575283332119,False
Screen_Time_Before_Bed_Hours,Sitting_Hours_Per_Day,-0.018696029137657368,0.018696029137657368,False
Nap_Frequency_Per_Week,Healthy_Aging_Score,0.018444333771652454,0.018444333771652454,False
Fast_Food_Meals_Per_Week,Anxiety_Score,-0.01843874078475507,0.01843874078475507,False
Sleep_Quality_Score,Blood_Sugar_Level,0.01808746659104267,0.01808746659104267,False
Age,Exercise_Frequency_Per_Week,0.01802957516728119,0.01802957516728119,False
Exercise_Frequency_Per_Week,Systolic_BP,0.017972613392573004,0.017972613392573004,False
Height_cm,Resting_Heart_Rate,-0.017928608355389387,0.017928608355389387,False
Stress_Level,Blood_Sugar_Level,-0.017910904112634313,0.017910904112634313,False
Sleep_Duration_Hours,Water_Intake_Liters,0.017875364956270613,0.017875364956270613,False
Sleep_Duration_Hours,Immune_Health_Score,0.0178288693635653,0.0178288693635653,False
Height_cm,Healthy_Aging_Score,0.017725863607019166,0.017725863607019166,False
Height_cm,Sleep_Duration_Hours,-0.017687249150377216,0.017687249150377216,False
Sugary_Drinks_Per_Week,Fatigue_Level_Score,-0.017567304270267058,0.017567304270267058,False
Height_cm,Health_Score,0.017503837336172175,0.017503837336172175,False
Sitting_Hours_Per_Day,Social_Interaction_Score,0.017469412212595157,0.017469412212595157,False
Height_cm,Sitting_Hours_Per_Day,0.017325999781195596,0.017325999781195596,False
BMI,Sitting_Hours_Per_Day,0.017299978285551357,0.017299978285551357,False
Height_cm,Outdoor_Time_Hours,0.017230371587825626,0.017230371587825626,False
Height_cm,Daily_Steps,0.017212297924766817,0.017212297924766817,False
Weekend_Sleep_Difference_Hours,Daily_Calorie_Intake,0.017202394058038143,0.017202394058038143,False
Fast_Food_Meals_Per_Week,Social_Interaction_Score,0.017176217588516143,0.017176217588516143,False
Sleep_Quality_Score,Daily_Calorie_Intake,0.017077450301812847,0.017077450301812847,False
Exercise_Frequency_Per_Week,Sitting_Hours_Per_Day,-0.016919752007869632,0.016919752007869632,False
Nap_Frequency_Per_Week,Fast_Food_Meals_Per_Week,0.016814645730397634,0.016814645730397634,False
Age,Nap_Frequency_Per_Week,-0.016741291375410784,0.016741291375410784,False
Working_Hours_Per_Day,Fatigue_Level_Score,0.01650198117825627,0.01650198117825627,False
Fast_Food_Meals_Per_Week,Systolic_BP,-0.01635138864347252,0.01635138864347252,False
Sleep_Quality_Score,Protein_Intake_Grams,0.016285465226352165,0.016285465226352165,False
Number_of_Night_Awakenings,Working_Hours_Per_Day,0.016250558675568502,0.016250558675568502,False
Sleep_Quality_Score,Exercise_Frequency_Per_Week,0.01623371657439025,0.01623371657439025,False
BMI,Weekend_Sleep_Difference_Hours,0.015961683375705013,0.015961683375705013,False
Fruit_Intake_Per_Day,Working_Hours_Per_Day,0.015899333151847612,0.015899333151847612,False
Age,Stress_Level,0.015739897657074852,0.015739897657074852,False
Sleep_Duration_Hours,Breakfast_Regularity_Score,0.015641898086065663,0.015641898086065663,False
Height_cm,Working_Hours_Per_Day,0.015634333459791958,0.015634333459791958,False
Water_Intake_Liters,Sitting_Hours_Per_Day,-0.015569835219040283,0.015569835219040283,False
Age,Depression_Risk_Score,0.015540155267314976,0.015540155267314976,False
Weight_kg,Mood_Score,0.015517453274926653,0.015517453274926653,False
Nap_Frequency_Per_Week,Energy_Level_Score,0.015517404647887598,0.015517404647887598,False
Blood_Sugar_Level,Mood_Score,0.015505228364972768,0.015505228364972768,False
Sugary_Drinks_Per_Week,Focus_Concentration_Score,-0.015373014052678532,0.015373014052678532,False
Working_Hours_Per_Day,Resting_Heart_Rate,0.015365866695383833,0.015365866695383833,False
Daily_Steps,Systolic_BP,0.015183995254999453,0.015183995254999453,False
Height_cm,Life_Satisfaction_Score,0.015114546409255794,0.015114546409255794,False
Working_Hours_Per_Day,Cholesterol_Level,0.015113299473443982,0.015113299473443982,False
Fruit_Intake_Per_Day,Mood_Score,-0.015105761083866649,0.015105761083866649,False
Age,Social_Interaction_Score,-0.01495085377547026,0.01495085377547026,False
Weight_kg,Weekend_Sleep_Difference_Hours,0.014876413379756249,0.014876413379756249,False
Fruit_Intake_Per_Day,Depression_Risk_Score,0.014766401803902532,0.014766401803902532,False
Sleep_Quality_Score,Daily_Steps,0.014751588110823723,0.014751588110823723,False
Outdoor_Time_Hours,Diastolic_BP,0.014739711691185403,0.014739711691185403,False
Fast_Food_Meals_Per_Week,Fatigue_Level_Score,-0.014652225893130885,0.014652225893130885,False
Height_cm,Blood_Sugar_Level,-0.014629442470834385,0.014629442470834385,False
Daily_Steps,Social_Interaction_Score,0.014605792288738654,0.014605792288738654,False
Stress_Level,Immune_Health_Score,-0.014549224537124133,0.014549224537124133,False
Screen_Time_Before_Bed_Hours,Fruit_Intake_Per_Day,0.014510350933476116,0.014510350933476116,False
Nap_Frequency_Per_Week,Breakfast_Regularity_Score,0.01446121945206957,0.01446121945206957,False
Blood_Sugar_Level,Fatigue_Level_Score,-0.014427956671602692,0.014427956671602692,False
Nap_Frequency_Per_Week,Health_Score,0.014412952883622215,0.014412952883622215,False
Sleep_Quality_Score,Fast_Food_Meals_Per_Week,0.01440362376783607,0.01440362376783607,False
BMI,Breakfast_Regularity_Score,-0.014294693889214106,0.014294693889214106,False
Age,Sleep_Duration_Hours,-0.014114268085935395,0.014114268085935395,False
Exercise_Duration_Minutes,Sugary_Drinks_Per_Week,-0.014110794521780552,0.014110794521780552,False
Exercise_Frequency_Per_Week,Blood_Sugar_Level,0.014082282411359016,0.014082282411359016,False
Nap_Frequency_Per_Week,Social_Interaction_Score,-0.01397107173349347,0.01397107173349347,False
Age,Screen_Time_Before_Bed_Hours,-0.013912034848590181,0.013912034848590181,False
Blood_Sugar_Level,Anxiety_Score,-0.01372175486460251,0.01372175486460251,False
Age,Anxiety_Score,0.013658499055322898,0.013658499055322898,False
Protein_Intake_Grams,Blood_Sugar_Level,0.013582491220967831,0.013582491220967831,False
Number_of_Night_Awakenings,Sitting_Hours_Per_Day,0.013520918092977221,0.013520918092977221,False
Fast_Food_Meals_Per_Week,Immune_Health_Score,-0.013500288538210007,0.013500288538210007,False
Height_cm,Depression_Risk_Score,-0.013457476695199633,0.013457476695199633,False
Height_cm,Focus_Concentration_Score,0.013420984579669119,0.013420984579669119,False
Fruit_Intake_Per_Day,Breakfast_Regularity_Score,-0.013367697339229994,0.013367697339229994,False
Vegetable_Intake_Per_Day,Sitting_Hours_Per_Day,0.013365779334125319,0.013365779334125319,False
Protein_Intake_Grams,Fast_Food_Meals_Per_Week,0.01332735034488004,0.01332735034488004,False
Nap_Frequency_Per_Week,Daily_Calorie_Intake,-0.013284592617551634,0.013284592617551634,False
Sitting_Hours_Per_Day,Life_Satisfaction_Score,0.013223250016492688,0.013223250016492688,False
Sitting_Hours_Per_Day,Diastolic_BP,-0.013215085042625762,0.013215085042625762,False
Sleep_Duration_Hours,Screen_Time_Before_Bed_Hours,-0.013171011610659753,0.013171011610659753,False
Blood_Sugar_Level,Depression_Risk_Score,-0.013134369152740697,0.013134369152740697,False
Age,Sleep_Quality_Score,-0.013133343408669177,0.013133343408669177,False
Exercise_Frequency_Per_Week,Working_Hours_Per_Day,-0.012930822200741795,0.012930822200741795,False
Fruit_Intake_Per_Day,Cholesterol_Level,0.012911184566365561,0.012911184566365561,False
Weight_kg,Nap_Frequency_Per_Week,-0.012909552437721974,0.012909552437721974,False
Fast_Food_Meals_Per_Week,Outdoor_Time_Hours,-0.012774575774704153,0.012774575774704153,False
Fast_Food_Meals_Per_Week,Working_Hours_Per_Day,-0.012746705437509874,0.012746705437509874,False
BMI,Social_Interaction_Score,-0.012629823744844499,0.012629823744844499,False
Stress_Level,Sitting_Hours_Per_Day,-0.012629659129922696,0.012629659129922696,False
Weekend_Sleep_Difference_Hours,Diastolic_BP,0.01262016190634492,0.01262016190634492,False
BMI,Daily_Steps,0.012568918850822324,0.012568918850822324,False
Exercise_Frequency_Per_Week,Fast_Food_Meals_Per_Week,-0.012549850657515212,0.012549850657515212,False
Exercise_Duration_Minutes,Vegetable_Intake_Per_Day,0.012543065689382136,0.012543065689382136,False
BMI,Nap_Frequency_Per_Week,-0.012402089913899959,0.012402089913899959,False
Age,Fast_Food_Meals_Per_Week,-0.012381056120332483,0.012381056120332483,False
Sleep_Quality_Score,Nap_Frequency_Per_Week,0.012253677416729114,0.012253677416729114,False
Fast_Food_Meals_Per_Week,Diastolic_BP,-0.012176076789001096,0.012176076789001096,False
Nap_Frequency_Per_Week,Anxiety_Score,-0.012104817053007762,0.012104817053007762,False
Screen_Time_Before_Bed_Hours,Daily_Steps,0.012078315337495326,0.012078315337495326,False
Weekend_Sleep_Difference_Hours,Energy_Level_Score,0.012039024839659015,0.012039024839659015,False
Sleep_Duration_Hours,Fast_Food_Meals_Per_Week,0.012019810623512152,0.012019810623512152,False
Weekend_Sleep_Difference_Hours,Sugary_Drinks_Per_Week,-0.011980738717854161,0.011980738717854161,False
Exercise_Frequency_Per_Week,Stress_Level,-0.011891194430201252,0.011891194430201252,False
Breakfast_Regularity_Score,Immune_Health_Score,0.011860515540863533,0.011860515540863533,False
Fruit_Intake_Per_Day,Focus_Concentration_Score,-0.01182292987420051,0.01182292987420051,False
Vegetable_Intake_Per_Day,Outdoor_Time_Hours,-0.011808862438289545,0.011808862438289545,False
Stress_Level,Resting_Heart_Rate,-0.011774456126846793,0.011774456126846793,False
Number_of_Night_Awakenings,Weekend_Sleep_Difference_Hours,-0.011736092085513298,0.011736092085513298,False
Nap_Frequency_Per_Week,Vegetable_Intake_Per_Day,-0.011703507223836332,0.011703507223836332,False
BMI,Water_Intake_Liters,-0.011659710414172712,0.011659710414172712,False
Water_Intake_Liters,Working_Hours_Per_Day,-0.011616612744305282,0.011616612744305282,False
Height_cm,Vegetable_Intake_Per_Day,-0.011505984776992962,0.011505984776992962,False
Breakfast_Regularity_Score,Outdoor_Time_Hours,-0.011484136214171627,0.011484136214171627,False
Number_of_Night_Awakenings,Blood_Sugar_Level,-0.011451786014802066,0.011451786014802066,False
Water_Intake_Liters,Fruit_Intake_Per_Day,0.011430799816025508,0.011430799816025508,False
Sugary_Drinks_Per_Week,Energy_Level_Score,0.011306259911426935,0.011306259911426935,False
Working_Hours_Per_Day,Healthy_Aging_Score,-0.011235314346581525,0.011235314346581525,False
Exercise_Frequency_Per_Week,Diastolic_BP,0.011216668724727595,0.011216668724727595,False
Fast_Food_Meals_Per_Week,Resting_Heart_Rate,0.011178834877322841,0.011178834877322841,False
Working_Hours_Per_Day,Diastolic_BP,-0.011155018645716434,0.011155018645716434,False
Protein_Intake_Grams,Systolic_BP,0.011003654303213066,0.011003654303213066,False
Sugary_Drinks_Per_Week,Working_Hours_Per_Day,-0.010958231642833138,0.010958231642833138,False
Breakfast_Regularity_Score,Anxiety_Score,-0.010890854607786165,0.010890854607786165,False
Water_Intake_Liters,Vegetable_Intake_Per_Day,0.010854151979033184,0.010854151979033184,False
Weight_kg,Immune_Health_Score,0.01085242154476193,0.01085242154476193,False
Working_Hours_Per_Day,Immune_Health_Score,0.010828835023612319,0.010828835023612319,False
Daily_Calorie_Intake,Sitting_Hours_Per_Day,-0.010767653712879875,0.010767653712879875,False
Number_of_Night_Awakenings,Daily_Calorie_Intake,-0.010736801478656863,0.010736801478656863,False
Number_of_Night_Awakenings,Fast_Food_Meals_Per_Week,0.010687064566675338,0.010687064566675338,False
Weekend_Sleep_Difference_Hours,Social_Interaction_Score,0.010643261376647338,0.010643261376647338,False
Working_Hours_Per_Day,Social_Interaction_Score,0.010506106523494353,0.010506106523494353,False
Age,Height_cm,-0.010479753619596242,0.010479753619596242,False
Outdoor_Time_Hours,Systolic_BP,0.010467521759083723,0.010467521759083723,False
Vegetable_Intake_Per_Day,Social_Interaction_Score,0.010394761997409081,0.010394761997409081,False
Height_cm,Water_Intake_Liters,0.010386001530698278,0.010386001530698278,False
Sleep_Duration_Hours,Resting_Heart_Rate,-0.010384565531205802,0.010384565531205802,False
Nap_Frequency_Per_Week,Diastolic_BP,-0.010339156204551603,0.010339156204551603,False
Blood_Sugar_Level,Immune_Health_Score,-0.010327391196174516,0.010327391196174516,False
BMI,Exercise_Frequency_Per_Week,0.010309295011170663,0.010309295011170663,False
Sugary_Drinks_Per_Week,Cholesterol_Level,-0.010193092669631948,0.010193092669631948,False
Breakfast_Regularity_Score,Diastolic_BP,0.010139301109470193,0.010139301109470193,False
Breakfast_Regularity_Score,Mood_Score,0.010082978986316351,0.010082978986316351,False
Sitting_Hours_Per_Day,Immune_Health_Score,0.010081634998346096,0.010081634998346096,False
Weekend_Sleep_Difference_Hours,Working_Hours_Per_Day,0.01006114511865265,0.01006114511865265,False
Sugary_Drinks_Per_Week,Anxiety_Score,0.010057608029476191,0.010057608029476191,False
Weight_kg,Breakfast_Regularity_Score,-0.00994888093460495,0.00994888093460495,False
Nap_Frequency_Per_Week,Blood_Sugar_Level,-0.009935762023028412,0.009935762023028412,False
Age,Protein_Intake_Grams,0.009853870564395394,0.009853870564395394,False
Working_Hours_Per_Day,Life_Satisfaction_Score,0.009779967629422162,0.009779967629422162,False
Sugary_Drinks_Per_Week,Life_Satisfaction_Score,0.009766128862218433,0.009766128862218433,False
Breakfast_Regularity_Score,Resting_Heart_Rate,-0.009724742545777184,0.009724742545777184,False
Weight_kg,Sleep_Duration_Hours,0.009664740429030544,0.009664740429030544,False
Height_cm,Systolic_BP,-0.009619943165132023,0.009619943165132023,False
Height_cm,Protein_Intake_Grams,0.009585966159731424,0.009585966159731424,False
BMI,Resting_Heart_Rate,0.009451849345532577,0.009451849345532577,False
Height_cm,Daily_Calorie_Intake,-0.009348998428980073,0.009348998428980073,False
Sleep_Duration_Hours,Fruit_Intake_Per_Day,0.009329145723701422,0.009329145723701422,False
Working_Hours_Per_Day,Health_Score,-0.00931713929813949,0.00931713929813949,False
Height_cm,Anxiety_Score,-0.009309651520024205,0.009309651520024205,False
Height_cm,Stress_Level,-0.009305406199866865,0.009305406199866865,False
Nap_Frequency_Per_Week,Depression_Risk_Score,-0.009232565453027005,0.009232565453027005,False
Age,Sitting_Hours_Per_Day,-0.009224031071076803,0.009224031071076803,False
Screen_Time_Before_Bed_Hours,Working_Hours_Per_Day,-0.009220053383227273,0.009220053383227273,False
BMI,Immune_Health_Score,0.009191048533573458,0.009191048533573458,False
Breakfast_Regularity_Score,Cholesterol_Level,0.009175222960573357,0.009175222960573357,False
Exercise_Duration_Minutes,Diastolic_BP,-0.009161405774233295,0.009161405774233295,False
Sleep_Quality_Score,Weekend_Sleep_Difference_Hours,0.009118008503890055,0.009118008503890055,False
Screen_Time_Before_Bed_Hours,Immune_Health_Score,0.009066378810145234,0.009066378810145234,False
Exercise_Frequency_Per_Week,Social_Interaction_Score,0.009038661874656599,0.009038661874656599,False
Age,Vegetable_Intake_Per_Day,0.009033218164893837,0.009033218164893837,False
Sleep_Duration_Hours,Diastolic_BP,-0.00902815037995395,0.00902815037995395,False
Height_cm,Energy_Level_Score,0.009009048041370994,0.009009048041370994,False
Water_Intake_Liters,Fast_Food_Meals_Per_Week,-0.00899815856480717,0.00899815856480717,False
Weekend_Sleep_Difference_Hours,Systolic_BP,0.008998101159074803,0.008998101159074803,False
Vegetable_Intake_Per_Day,Systolic_BP,0.008973343018761435,0.008973343018761435,False
Breakfast_Regularity_Score,Stress_Level,0.008933913487110128,0.008933913487110128,False
Vegetable_Intake_Per_Day,Focus_Concentration_Score,0.008886974246547703,0.008886974246547703,False
Weekend_Sleep_Difference_Hours,Mood_Score,0.008832124275476645,0.008832124275476645,False
Weight_kg,Life_Satisfaction_Score,0.00878695552416594,0.00878695552416594,False
Height_cm,Cholesterol_Level,-0.008753733354974,0.008753733354974,False
Weekend_Sleep_Difference_Hours,Fruit_Intake_Per_Day,-0.008694607435395183,0.008694607435395183,False
Number_of_Night_Awakenings,Resting_Heart_Rate,-0.008687708738867051,0.008687708738867051,False
Screen_Time_Before_Bed_Hours,Healthy_Aging_Score,0.008666832760470283,0.008666832760470283,False
Number_of_Night_Awakenings,Sugary_Drinks_Per_Week,-0.008665600957000738,0.008665600957000738,False
Screen_Time_Before_Bed_Hours,Mood_Score,0.008548208012523876,0.008548208012523876,False
Sugary_Drinks_Per_Week,Depression_Risk_Score,-0.008519250688424592,0.008519250688424592,False
Vegetable_Intake_Per_Day,Fast_Food_Meals_Per_Week,0.008483325953814319,0.008483325953814319,False
Nap_Frequency_Per_Week,Systolic_BP,-0.008419924031991504,0.008419924031991504,False
Protein_Intake_Grams,Diastolic_BP,0.008373912085827733,0.008373912085827733,False
Daily_Calorie_Intake,Breakfast_Regularity_Score,-0.00829654360297402,0.00829654360297402,False
Daily_Calorie_Intake,Working_Hours_Per_Day,-0.008253987524882102,0.008253987524882102,False
Water_Intake_Liters,Stress_Level,-0.008248998194231296,0.008248998194231296,False
Number_of_Night_Awakenings,Cholesterol_Level,0.008190154694638675,0.008190154694638675,False
Weight_kg,Social_Interaction_Score,-0.008176378995787822,0.008176378995787822,False
Nap_Frequency_Per_Week,Cholesterol_Level,0.00816884882181486,0.00816884882181486,False
Sleep_Duration_Hours,Blood_Sugar_Level,0.008109777141559396,0.008109777141559396,False
Sitting_Hours_Per_Day,Systolic_BP,-0.008067446336785244,0.008067446336785244,False
Sleep_Quality_Score,Resting_Heart_Rate,-0.008052147574963529,0.008052147574963529,False
Vegetable_Intake_Per_Day,Protein_Intake_Grams,0.008046467939410974,0.008046467939410974,False
Number_of_Night_Awakenings,Breakfast_Regularity_Score,-0.008024874869032172,0.008024874869032172,False
Sleep_Quality_Score,Exercise_Duration_Minutes,-0.008017554530046003,0.008017554530046003,False
Fruit_Intake_Per_Day,Blood_Sugar_Level,-0.008015104834292257,0.008015104834292257,False
Exercise_Frequency_Per_Week,Sugary_Drinks_Per_Week,0.007993677609564539,0.007993677609564539,False
Fruit_Intake_Per_Day,Vegetable_Intake_Per_Day,-0.007910155365115884,0.007910155365115884,False
Stress_Level,Working_Hours_Per_Day,-0.007862710548788836,0.007862710548788836,False
Sitting_Hours_Per_Day,Fatigue_Level_Score,0.007847897932394496,0.007847897932394496,False
Protein_Intake_Grams,Breakfast_Regularity_Score,0.00782566825030857,0.00782566825030857,False
Working_Hours_Per_Day,Energy_Level_Score,-0.007796655215542276,0.007796655215542276,False
Screen_Time_Before_Bed_Hours,Energy_Level_Score,0.0077899557724636056,0.0077899557724636056,False
Nap_Frequency_Per_Week,Outdoor_Time_Hours,-0.007785382483371846,0.007785382483371846,False
Nap_Frequency_Per_Week,Mood_Score,0.007776523884224303,0.007776523884224303,False
Exercise_Duration_Minutes,Breakfast_Regularity_Score,0.007775678974135085,0.007775678974135085,False
Breakfast_Regularity_Score,Sitting_Hours_Per_Day,0.0077343337619393835,0.0077343337619393835,False
Height_cm,Number_of_Night_Awakenings,-0.007622586445035643,0.007622586445035643,False
Breakfast_Regularity_Score,Systolic_BP,0.007590859494163774,0.007590859494163774,False
Exercise_Duration_Minutes,Social_Interaction_Score,-0.007551646740564428,0.007551646740564428,False
Age,Exercise_Duration_Minutes,-0.007549971954786556,0.007549971954786556,False
Daily_Steps,Fruit_Intake_Per_Day,-0.0075105496415103085,0.0075105496415103085,False
Weight_kg,Protein_Intake_Grams,0.007436847009236496,0.007436847009236496,False
Sitting_Hours_Per_Day,Health_Score,-0.007398944635508033,0.007398944635508033,False
Weekend_Sleep_Difference_Hours,Daily_Steps,-0.007385085950745895,0.007385085950745895,False
Fruit_Intake_Per_Day,Diastolic_BP,0.007383911299994875,0.007383911299994875,False
Number_of_Night_Awakenings,Protein_Intake_Grams,0.007376997927356536,0.007376997927356536,False
Weight_kg,Focus_Concentration_Score,0.007362135322932834,0.007362135322932834,False
Height_cm,Social_Interaction_Score,0.007348403558228657,0.007348403558228657,False
Breakfast_Regularity_Score,Depression_Risk_Score,-0.00728335596400196,0.00728335596400196,False
Number_of_Night_Awakenings,Daily_Steps,0.00725863231276023,0.00725863231276023,False
Screen_Time_Before_Bed_Hours,Exercise_Duration_Minutes,0.007224530999360626,0.007224530999360626,False
Vegetable_Intake_Per_Day,Working_Hours_Per_Day,0.007211349122352342,0.007211349122352342,False
BMI,Sugary_Drinks_Per_Week,-0.0071611186696894326,0.0071611186696894326,False
Working_Hours_Per_Day,Outdoor_Time_Hours,0.007061310988011533,0.007061310988011533,False
Sugary_Drinks_Per_Week,Health_Score,0.007044423736657212,0.007044423736657212,False
Age,Outdoor_Time_Hours,0.0070207189360875786,0.0070207189360875786,False
Exercise_Duration_Minutes,Fast_Food_Meals_Per_Week,0.007003134413782363,0.007003134413782363,False
Sleep_Quality_Score,Sitting_Hours_Per_Day,-0.006966998593095828,0.006966998593095828,False
Working_Hours_Per_Day,Systolic_BP,-0.006947709250493112,0.006947709250493112,False
Weekend_Sleep_Difference_Hours,Screen_Time_Before_Bed_Hours,-0.006939900214645429,0.006939900214645429,False
BMI,Vegetable_Intake_Per_Day,0.00690257411403024,0.00690257411403024,False
Sleep_Quality_Score,Outdoor_Time_Hours,0.006896157638566338,0.006896157638566338,False
Water_Intake_Liters,Sugary_Drinks_Per_Week,0.006804634293729075,0.006804634293729075,False
Weight_kg,Energy_Level_Score,0.006800775751463084,0.006800775751463084,False
Fruit_Intake_Per_Day,Social_Interaction_Score,-0.006774864738427341,0.006774864738427341,False
Screen_Time_Before_Bed_Hours,Social_Interaction_Score,-0.006772815228555411,0.006772815228555411,False
Fruit_Intake_Per_Day,Fast_Food_Meals_Per_Week,-0.00676612597777537,0.00676612597777537,False
Age,Number_of_Night_Awakenings,-0.006594492346788573,0.006594492346788573,False
Nap_Frequency_Per_Week,Working_Hours_Per_Day,0.0065537182371035885,0.0065537182371035885,False
Working_Hours_Per_Day,Anxiety_Score,0.006481991003754684,0.006481991003754684,False
Sugary_Drinks_Per_Week,Resting_Heart_Rate,0.0063883269001132415,0.0063883269001132415,False
Sugary_Drinks_Per_Week,Breakfast_Regularity_Score,-0.006237841758335049,0.006237841758335049,False
Nap_Frequency_Per_Week,Life_Satisfaction_Score,-0.006223419318637247,0.006223419318637247,False
Number_of_Night_Awakenings,Screen_Time_Before_Bed_Hours,0.006193352516352185,0.006193352516352185,False
Weight_kg,Outdoor_Time_Hours,0.006087732111720589,0.006087732111720589,False
Screen_Time_Before_Bed_Hours,Water_Intake_Liters,-0.006068638440731106,0.006068638440731106,False
Daily_Calorie_Intake,Cholesterol_Level,0.006065086639843667,0.006065086639843667,False
Height_cm,Immune_Health_Score,0.005993708721690716,0.005993708721690716,False
Social_Interaction_Score,Resting_Heart_Rate,0.005989698573427352,0.005989698573427352,False
Age,Sugary_Drinks_Per_Week,0.005985306706578375,0.005985306706578375,False
Nap_Frequency_Per_Week,Protein_Intake_Grams,0.00596292689359531,0.00596292689359531,False
Screen_Time_Before_Bed_Hours,Health_Score,0.005950421815888856,0.005950421815888856,False
Sitting_Hours_Per_Day,Healthy_Aging_Score,-0.0058700816459120245,0.0058700816459120245,False
Sugary_Drinks_Per_Week,Stress_Level,0.005864984064792365,0.005864984064792365,False
Daily_Steps,Breakfast_Regularity_Score,0.0058325613381124035,0.0058325613381124035,False
Water_Intake_Liters,Systolic_BP,0.005828627469149999,0.005828627469149999,False
Sugary_Drinks_Per_Week,Immune_Health_Score,-0.005823992206764865,0.005823992206764865,False
Exercise_Duration_Minutes,Blood_Sugar_Level,0.005757028579114863,0.005757028579114863,False
Sleep_Duration_Hours,Systolic_BP,-0.005753072001584582,0.005753072001584582,False
Weight_kg,Sugary_Drinks_Per_Week,-0.005667189487510197,0.005667189487510197,False
Nap_Frequency_Per_Week,Sitting_Hours_Per_Day,-0.005542012761938096,0.005542012761938096,False
Water_Intake_Liters,Social_Interaction_Score,-0.005530764834754601,0.005530764834754601,False
Age,Breakfast_Regularity_Score,-0.005424145651943833,0.005424145651943833,False
Weekend_Sleep_Difference_Hours,Fast_Food_Meals_Per_Week,-0.005378888096763079,0.005378888096763079,False
BMI,Stress_Level,0.0053056419818505954,0.0053056419818505954,False
Breakfast_Regularity_Score,Social_Interaction_Score,-0.005288410816652474,0.005288410816652474,False
Age,Energy_Level_Score,0.005288190022719679,0.005288190022719679,False
Blood_Sugar_Level,Focus_Concentration_Score,0.00527882204396176,0.00527882204396176,False
Exercise_Duration_Minutes,Stress_Level,0.005278618642325908,0.005278618642325908,False
Working_Hours_Per_Day,Focus_Concentration_Score,-0.0052212502384957156,0.0052212502384957156,False
BMI,Fast_Food_Meals_Per_Week,0.00520663404439712,0.00520663404439712,False
Nap_Frequency_Per_Week,Exercise_Duration_Minutes,0.005182610411257917,0.005182610411257917,False
Exercise_Duration_Minutes,Systolic_BP,-0.005144842865232094,0.005144842865232094,False
BMI,Screen_Time_Before_Bed_Hours,0.005101725968856976,0.005101725968856976,False
Vegetable_Intake_Per_Day,Blood_Sugar_Level,-0.005099776711736211,0.005099776711736211,False
Age,Working_Hours_Per_Day,0.005068943195688106,0.005068943195688106,False
BMI,Fatigue_Level_Score,0.005060729903476545,0.005060729903476545,False
Sitting_Hours_Per_Day,Outdoor_Time_Hours,0.004997621954480046,0.004997621954480046,False
Weekend_Sleep_Difference_Hours,Sitting_Hours_Per_Day,0.004982014670830244,0.004982014670830244,False
BMI,Outdoor_Time_Hours,-0.004919704588162859,0.004919704588162859,False
Weight_kg,Fast_Food_Meals_Per_Week,0.004849433185952014,0.004849433185952014,False
Vegetable_Intake_Per_Day,Breakfast_Regularity_Score,-0.004775210263920495,0.004775210263920495,False
Screen_Time_Before_Bed_Hours,Exercise_Frequency_Per_Week,0.004716658097815904,0.004716658097815904,False
BMI,Anxiety_Score,0.004713708894193764,0.004713708894193764,False
Height_cm,Breakfast_Regularity_Score,0.004669807498775239,0.004669807498775239,False
Vegetable_Intake_Per_Day,Diastolic_BP,0.004640588377866448,0.004640588377866448,False
Height_cm,Sleep_Quality_Score,0.004634285331398311,0.004634285331398311,False
Weekend_Sleep_Difference_Hours,Fatigue_Level_Score,-0.004595256137169081,0.004595256137169081,False
