contract,fold,model,transformed_feature,coefficient,abs_coefficient
full_non_sleep,2,ridge_alpha_3,cat__Wellness_Category_Good,-0.06291802643032413,0.06291802643032413
full_non_sleep,2,ridge_alpha_3,cat__Wellness_Category_Poor,0.11771643083474191,0.11771643083474191
full_non_sleep,2,ridge_alpha_3,cat__Early_Waker_No,0.05422921623756212,0.05422921623756212
full_non_sleep,2,ridge_alpha_3,cat__Early_Waker_Yes,-0.05422921623759333,0.05422921623759333
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Age,0.10880687555609493,0.10880687555609493
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Height_cm,-0.012881074055775448,0.012881074055775448
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Weight_kg,-0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__BMI,0.4923968551133339,0.4923968551133339
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Exercise_Frequency_Per_Week,-1.0523568729994388,1.0523568729994388
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Exercise_Duration_Minutes,-0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Daily_Steps,-0.23332475822721724,0.23332475822721724
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Daily_Calorie_Intake,0.015298745003027464,0.015298745003027464
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Water_Intake_Liters,-0.1208984906037954,0.1208984906037954
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Fruit_Intake_Per_Day,-0.08216611137703289,0.08216611137703289
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Vegetable_Intake_Per_Day,-0.13344971820313944,0.13344971820313944
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Protein_Intake_Grams,0.0007321483671898107,0.0007321483671898107
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Sugary_Drinks_Per_Week,-0.007315012355504606,0.007315012355504606
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Fast_Food_Meals_Per_Week,0.3076999202220327,0.3076999202220327
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Breakfast_Regularity_Score,0.0035361842293710898,0.0035361842293710898
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Stress_Level,0.8411394230085467,0.8411394230085467
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Working_Hours_Per_Day,0.036666581468521205,0.036666581468521205
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Sitting_Hours_Per_Day,-0.03598210796045424,0.03598210796045424
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Outdoor_Time_Hours,-1.7462454269011188e-05,1.7462454269011188e-05
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Social_Interaction_Score,-0.09024397556887367,0.09024397556887367
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Resting_Heart_Rate,0.00015318719019451053,0.00015318719019451053
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Systolic_BP,0.03190306203403785,0.03190306203403785
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Diastolic_BP,-0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Cholesterol_Level,0.010995695097102074,0.010995695097102074
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Blood_Sugar_Level,0.005069548030969094,0.005069548030969094
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Energy_Level_Score,0.2524905857701999,0.2524905857701999
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Fatigue_Level_Score,-0.2676277527328728,0.2676277527328728
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Immune_Health_Score,-0.013247458428766977,0.013247458428766977
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Mood_Score,0.2613555694076359,0.2613555694076359
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Anxiety_Score,-0.2501657775404331,0.2501657775404331
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Depression_Risk_Score,-0.14562583717496672,0.14562583717496672
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Productivity_Score,0.3338097690965278,0.3338097690965278
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Focus_Concentration_Score,0.20767296769041693,0.20767296769041693
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Life_Satisfaction_Score,-0.011418768286066684,0.011418768286066684
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Health_Score,1.6017607292215257,1.6017607292215257
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,num__Healthy_Aging_Score,-0.059112184101948906,0.059112184101948906
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Gender_Female,-0.032336866926170535,0.032336866926170535
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Gender_Male,0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Gender_Non-binary,0.014883211854382558,0.014883211854382558
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Country_Australia,-0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Country_Brazil,0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Country_Canada,0.016879163721136917,0.016879163721136917
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Country_France,0.05146512206711355,0.05146512206711355
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Country_Germany,0.009086917458131605,0.009086917458131605
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Country_India,0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Country_Italy,-0.0010427326878573455,0.0010427326878573455
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Country_Japan,-0.013810150225732747,0.013810150225732747
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Country_Mexico,-0.024503432970828916,0.024503432970828916
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Country_Nigeria,-0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Country_Pakistan,0.0414959533203359,0.0414959533203359
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Country_South Korea,-0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Country_Spain,0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Country_UK,0.002982358359499782,0.002982358359499782
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Country_USA,-0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Occupation_Accountant,-0.02928102062467258,0.02928102062467258
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Occupation_Artist,-0.0314503839627682,0.0314503839627682
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Occupation_Athlete,-0.009713793127617285,0.009713793127617285
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Occupation_Chef,-0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Occupation_Doctor,0.052027742612353794,0.052027742612353794
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Occupation_Entrepreneur,0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Occupation_Freelancer,0.020053772195940855,0.020053772195940855
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Occupation_Laborer,0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Occupation_Lawyer,-0.024206589325873256,0.024206589325873256
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Occupation_Manager,0.006399404377231382,0.006399404377231382
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Occupation_Nurse,-0.02306211277954309,0.02306211277954309
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Occupation_Retired,0.030618211829217753,0.030618211829217753
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Occupation_Software Engineer,0.004244531963978445,0.004244531963978445
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Occupation_Student,0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Occupation_Teacher,-0.01485118428533744,0.01485118428533744
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Marital_Status_Divorced,-0.005410080400501669,0.005410080400501669
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Marital_Status_Married,0.004629061362251181,0.004629061362251181
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Marital_Status_Single,0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Marital_Status_Widowed,-0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Cycling,0.0005333584415621329,0.0005333584415621329
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_HIIT,0.0069437360511822414,0.0069437360511822414
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Running,-0.0036810720787130943,0.0036810720787130943
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Sports,-0.007280558312332955,0.007280558312332955
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Swimming,0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Walking,0.028344263236109758,0.028344263236109758
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Weight Training,-0.0025104487150552197,0.0025104487150552197
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Yoga,-0.0042253553383702885,0.0042253553383702885
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Morning_Workout_No,0.5053703022611378,0.5053703022611378
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Morning_Workout_Yes,-0.12730608302650612,0.12730608302650612
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Workout_Intensity_High,-0.03836469111688345,0.03836469111688345
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Workout_Intensity_Low,0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Workout_Intensity_Moderate,0.010921425937458418,0.010921425937458418
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Gym_Member_No,0.01319425652425995,0.01319425652425995
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Gym_Member_Yes,-0.0034285296968668316,0.0034285296968668316
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Smoking_Status_Current,0.5838057388602357,0.5838057388602357
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Smoking_Status_Former,-0.0367251247519256,0.0367251247519256
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Smoking_Status_Never,-0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Alcohol_Consumption_Heavy,0.38420328704996404,0.38420328704996404
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Alcohol_Consumption_Light,-0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Alcohol_Consumption_Moderate,-0.03768901978247391,0.03768901978247391
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Meditation_Practice_No,0.475129985911152,0.475129985911152
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Meditation_Practice_Yes,-0.14234253078059494,0.14234253078059494
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Obesity_Risk_High,0.44329261570085154,0.44329261570085154
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Obesity_Risk_Low,-0.21337660510767475,0.21337660510767475
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Obesity_Risk_Medium,-0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Hypertension_Risk_High,-0.022740235336126815,0.022740235336126815
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Hypertension_Risk_Low,0.01995080701816579,0.01995080701816579
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Hypertension_Risk_Medium,0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Diabetes_Risk_High,0.04032928247555083,0.04032928247555083
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Diabetes_Risk_Low,-0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Diabetes_Risk_Medium,-0.02094816536720287,0.02094816536720287
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Cardiovascular_Risk_High,0.008528060959482327,0.008528060959482327
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Cardiovascular_Risk_Low,-0.003266831636671764,0.003266831636671764
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Cardiovascular_Risk_Medium,-0.0,0.0
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Fitness_Level_Average,0.032565912841975096,0.032565912841975096
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Fitness_Level_Excellent,-0.031162864497281315,0.031162864497281315
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Fitness_Level_Good,-0.05181925681067285,0.05181925681067285
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Fitness_Level_Poor,0.06938000196960224,0.06938000196960224
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Wellness_Category_Average,0.008879004849677257,0.008879004849677257
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Wellness_Category_Excellent,-0.009783297863847826,0.009783297863847826
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Wellness_Category_Good,-0.016407440744569218,0.016407440744569218
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Wellness_Category_Poor,0.06952230004366033,0.06952230004366033
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Early_Waker_No,0.0810990437764862,0.0810990437764862
full_non_sleep,2,elastic_alpha_0p001_l1_0p9,cat__Early_Waker_Yes,-0.021070695754153504,0.021070695754153504
full_non_sleep,3,ridge_alpha_3,num__Age,0.11245068015597544,0.11245068015597544
full_non_sleep,3,ridge_alpha_3,num__Height_cm,0.055726176069871215,0.055726176069871215
full_non_sleep,3,ridge_alpha_3,num__Weight_kg,-0.09066152356934912,0.09066152356934912
full_non_sleep,3,ridge_alpha_3,num__BMI,0.6069672330071298,0.6069672330071298
full_non_sleep,3,ridge_alpha_3,num__Exercise_Frequency_Per_Week,-1.077612938821447,1.077612938821447
full_non_sleep,3,ridge_alpha_3,num__Exercise_Duration_Minutes,0.00979588728078988,0.00979588728078988
full_non_sleep,3,ridge_alpha_3,num__Daily_Steps,-0.24220554120958618,0.24220554120958618
full_non_sleep,3,ridge_alpha_3,num__Daily_Calorie_Intake,0.01950447329681234,0.01950447329681234
full_non_sleep,3,ridge_alpha_3,num__Water_Intake_Liters,-0.10867557357665238,0.10867557357665238
full_non_sleep,3,ridge_alpha_3,num__Fruit_Intake_Per_Day,-0.0826239583431082,0.0826239583431082
full_non_sleep,3,ridge_alpha_3,num__Vegetable_Intake_Per_Day,-0.1501675451614388,0.1501675451614388
full_non_sleep,3,ridge_alpha_3,num__Protein_Intake_Grams,-0.004181052859401337,0.004181052859401337
full_non_sleep,3,ridge_alpha_3,num__Sugary_Drinks_Per_Week,-0.009712544095117145,0.009712544095117145
full_non_sleep,3,ridge_alpha_3,num__Fast_Food_Meals_Per_Week,0.3188238410722441,0.3188238410722441
full_non_sleep,3,ridge_alpha_3,num__Breakfast_Regularity_Score,0.010262873436635308,0.010262873436635308
full_non_sleep,3,ridge_alpha_3,num__Stress_Level,0.8657891378960504,0.8657891378960504
full_non_sleep,3,ridge_alpha_3,num__Working_Hours_Per_Day,0.04282756477136048,0.04282756477136048
full_non_sleep,3,ridge_alpha_3,num__Sitting_Hours_Per_Day,-0.04670639020514532,0.04670639020514532
full_non_sleep,3,ridge_alpha_3,num__Outdoor_Time_Hours,0.0022530945382998485,0.0022530945382998485
full_non_sleep,3,ridge_alpha_3,num__Social_Interaction_Score,-0.07907451345337851,0.07907451345337851
full_non_sleep,3,ridge_alpha_3,num__Resting_Heart_Rate,0.012455309920515271,0.012455309920515271
full_non_sleep,3,ridge_alpha_3,num__Systolic_BP,0.04939400304313631,0.04939400304313631
full_non_sleep,3,ridge_alpha_3,num__Diastolic_BP,-0.005607229498440249,0.005607229498440249
full_non_sleep,3,ridge_alpha_3,num__Cholesterol_Level,-0.0016843785241479844,0.0016843785241479844
full_non_sleep,3,ridge_alpha_3,num__Blood_Sugar_Level,-0.003172508375285997,0.003172508375285997
full_non_sleep,3,ridge_alpha_3,num__Energy_Level_Score,0.26370677763412664,0.26370677763412664
full_non_sleep,3,ridge_alpha_3,num__Fatigue_Level_Score,-0.2594119609319988,0.2594119609319988
full_non_sleep,3,ridge_alpha_3,num__Immune_Health_Score,0.0046977523958110275,0.0046977523958110275
full_non_sleep,3,ridge_alpha_3,num__Mood_Score,0.23543391898851715,0.23543391898851715
full_non_sleep,3,ridge_alpha_3,num__Anxiety_Score,-0.258625847446471,0.258625847446471
full_non_sleep,3,ridge_alpha_3,num__Depression_Risk_Score,-0.1482649246181904,0.1482649246181904
full_non_sleep,3,ridge_alpha_3,num__Productivity_Score,0.31931948118438674,0.31931948118438674
full_non_sleep,3,ridge_alpha_3,num__Focus_Concentration_Score,0.2127795367722526,0.2127795367722526
full_non_sleep,3,ridge_alpha_3,num__Life_Satisfaction_Score,-0.011733630834639429,0.011733630834639429
full_non_sleep,3,ridge_alpha_3,num__Health_Score,1.7583664893219226,1.7583664893219226
full_non_sleep,3,ridge_alpha_3,num__Healthy_Aging_Score,-0.15163545190074387,0.15163545190074387
full_non_sleep,3,ridge_alpha_3,cat__Gender_Female,-0.019797090283480943,0.019797090283480943
full_non_sleep,3,ridge_alpha_3,cat__Gender_Male,-0.0043732345634343375,0.0043732345634343375
full_non_sleep,3,ridge_alpha_3,cat__Gender_Non-binary,0.024170324847022126,0.024170324847022126
full_non_sleep,3,ridge_alpha_3,cat__Country_Australia,0.027399002843374,0.027399002843374
full_non_sleep,3,ridge_alpha_3,cat__Country_Brazil,0.006990851059980399,0.006990851059980399
full_non_sleep,3,ridge_alpha_3,cat__Country_Canada,-0.00587004703807238,0.00587004703807238
full_non_sleep,3,ridge_alpha_3,cat__Country_France,0.06665536188691977,0.06665536188691977
full_non_sleep,3,ridge_alpha_3,cat__Country_Germany,0.030689361771796087,0.030689361771796087
full_non_sleep,3,ridge_alpha_3,cat__Country_India,0.019448969801118054,0.019448969801118054
full_non_sleep,3,ridge_alpha_3,cat__Country_Italy,-0.07603142897264402,0.07603142897264402
full_non_sleep,3,ridge_alpha_3,cat__Country_Japan,-0.028915265608605748,0.028915265608605748
full_non_sleep,3,ridge_alpha_3,cat__Country_Mexico,-0.03964370359398934,0.03964370359398934
full_non_sleep,3,ridge_alpha_3,cat__Country_Nigeria,0.0009155691836576366,0.0009155691836576366
full_non_sleep,3,ridge_alpha_3,cat__Country_Pakistan,0.0019356290151865874,0.0019356290151865874
full_non_sleep,3,ridge_alpha_3,cat__Country_South Korea,-0.02078315319132403,0.02078315319132403
full_non_sleep,3,ridge_alpha_3,cat__Country_Spain,-0.004280278983947722,0.004280278983947722
full_non_sleep,3,ridge_alpha_3,cat__Country_UK,0.024523179049362753,0.024523179049362753
full_non_sleep,3,ridge_alpha_3,cat__Country_USA,-0.0030340472227024635,0.0030340472227024635
full_non_sleep,3,ridge_alpha_3,cat__Occupation_Accountant,-0.022320278336962554,0.022320278336962554
full_non_sleep,3,ridge_alpha_3,cat__Occupation_Artist,-0.03413718343171097,0.03413718343171097
full_non_sleep,3,ridge_alpha_3,cat__Occupation_Athlete,0.015416066282142761,0.015416066282142761
full_non_sleep,3,ridge_alpha_3,cat__Occupation_Chef,-0.0031473926479349216,0.0031473926479349216
full_non_sleep,3,ridge_alpha_3,cat__Occupation_Doctor,0.0179372743283858,0.0179372743283858
full_non_sleep,3,ridge_alpha_3,cat__Occupation_Entrepreneur,-0.015453936374143488,0.015453936374143488
full_non_sleep,3,ridge_alpha_3,cat__Occupation_Freelancer,0.02264335004241666,0.02264335004241666
full_non_sleep,3,ridge_alpha_3,cat__Occupation_Laborer,0.03698909951050272,0.03698909951050272
full_non_sleep,3,ridge_alpha_3,cat__Occupation_Lawyer,-0.04847043793729687,0.04847043793729687
full_non_sleep,3,ridge_alpha_3,cat__Occupation_Manager,0.011145684748327576,0.011145684748327576
full_non_sleep,3,ridge_alpha_3,cat__Occupation_Nurse,-0.019990566002606493,0.019990566002606493
full_non_sleep,3,ridge_alpha_3,cat__Occupation_Retired,0.02944925450881912,0.02944925450881912
full_non_sleep,3,ridge_alpha_3,cat__Occupation_Software Engineer,0.009502367653667647,0.009502367653667647
full_non_sleep,3,ridge_alpha_3,cat__Occupation_Student,-0.0029584594803936273,0.0029584594803936273
full_non_sleep,3,ridge_alpha_3,cat__Occupation_Teacher,0.00339515713582193,0.00339515713582193
full_non_sleep,3,ridge_alpha_3,cat__Marital_Status_Divorced,-0.006258267037662731,0.006258267037662731
full_non_sleep,3,ridge_alpha_3,cat__Marital_Status_Married,0.014509149104182212,0.014509149104182212
full_non_sleep,3,ridge_alpha_3,cat__Marital_Status_Single,0.005166851884702281,0.005166851884702281
full_non_sleep,3,ridge_alpha_3,cat__Marital_Status_Widowed,-0.013417733951222826,0.013417733951222826
full_non_sleep,3,ridge_alpha_3,cat__Exercise_Type_Cycling,-0.012884813953686345,0.012884813953686345
full_non_sleep,3,ridge_alpha_3,cat__Exercise_Type_HIIT,-0.012095042515183112,0.012095042515183112
full_non_sleep,3,ridge_alpha_3,cat__Exercise_Type_Running,0.00013661972618801975,0.00013661972618801975
full_non_sleep,3,ridge_alpha_3,cat__Exercise_Type_Sports,-0.00627903036333341,0.00627903036333341
full_non_sleep,3,ridge_alpha_3,cat__Exercise_Type_Swimming,0.05725142745563582,0.05725142745563582
full_non_sleep,3,ridge_alpha_3,cat__Exercise_Type_Walking,0.021230319447885972,0.021230319447885972
full_non_sleep,3,ridge_alpha_3,cat__Exercise_Type_Weight Training,-0.038260609704505205,0.038260609704505205
full_non_sleep,3,ridge_alpha_3,cat__Exercise_Type_Yoga,-0.009098870093375953,0.009098870093375953
full_non_sleep,3,ridge_alpha_3,cat__Morning_Workout_No,0.3240096822217616,0.3240096822217616
full_non_sleep,3,ridge_alpha_3,cat__Morning_Workout_Yes,-0.3240096822217976,0.3240096822217976
full_non_sleep,3,ridge_alpha_3,cat__Workout_Intensity_High,-0.04146091592121328,0.04146091592121328
full_non_sleep,3,ridge_alpha_3,cat__Workout_Intensity_Low,0.02222914074247607,0.02222914074247607
full_non_sleep,3,ridge_alpha_3,cat__Workout_Intensity_Moderate,0.01923177517820425,0.01923177517820425
full_non_sleep,3,ridge_alpha_3,cat__Gym_Member_No,0.0004287053562089416,0.0004287053562089416
full_non_sleep,3,ridge_alpha_3,cat__Gym_Member_Yes,-0.00042870535608793424,0.00042870535608793424
full_non_sleep,3,ridge_alpha_3,cat__Smoking_Status_Current,0.42148387742066323,0.42148387742066323
full_non_sleep,3,ridge_alpha_3,cat__Smoking_Status_Former,-0.2258549647108656,0.2258549647108656
full_non_sleep,3,ridge_alpha_3,cat__Smoking_Status_Never,-0.19562891270908564,0.19562891270908564
full_non_sleep,3,ridge_alpha_3,cat__Alcohol_Consumption_Heavy,0.28918140471351583,0.28918140471351583
full_non_sleep,3,ridge_alpha_3,cat__Alcohol_Consumption_Light,-0.127763626727108,0.127763626727108
full_non_sleep,3,ridge_alpha_3,cat__Alcohol_Consumption_Moderate,-0.1614177779861092,0.1614177779861092
full_non_sleep,3,ridge_alpha_3,cat__Meditation_Practice_No,0.3170921660195551,0.3170921660195551
full_non_sleep,3,ridge_alpha_3,cat__Meditation_Practice_Yes,-0.3170921660195645,0.3170921660195645
full_non_sleep,3,ridge_alpha_3,cat__Obesity_Risk_High,0.3553242287189938,0.3553242287189938
full_non_sleep,3,ridge_alpha_3,cat__Obesity_Risk_Low,-0.29224760548161355,0.29224760548161355
full_non_sleep,3,ridge_alpha_3,cat__Obesity_Risk_Medium,-0.06307662323831704,0.06307662323831704
full_non_sleep,3,ridge_alpha_3,cat__Hypertension_Risk_High,-0.07976400903433034,0.07976400903433034
full_non_sleep,3,ridge_alpha_3,cat__Hypertension_Risk_Low,0.07804233051994294,0.07804233051994294
full_non_sleep,3,ridge_alpha_3,cat__Hypertension_Risk_Medium,0.0017216785141924162,0.0017216785141924162
full_non_sleep,3,ridge_alpha_3,cat__Diabetes_Risk_High,0.03616922934149238,0.03616922934149238
full_non_sleep,3,ridge_alpha_3,cat__Diabetes_Risk_Low,0.008716145934110806,0.008716145934110806
full_non_sleep,3,ridge_alpha_3,cat__Diabetes_Risk_Medium,-0.04488537527547287,0.04488537527547287
full_non_sleep,3,ridge_alpha_3,cat__Cardiovascular_Risk_High,0.007903409265585526,0.007903409265585526
full_non_sleep,3,ridge_alpha_3,cat__Cardiovascular_Risk_Low,-0.01892202976034222,0.01892202976034222
full_non_sleep,3,ridge_alpha_3,cat__Cardiovascular_Risk_Medium,0.011018620494507544,0.011018620494507544
full_non_sleep,3,ridge_alpha_3,cat__Fitness_Level_Average,0.022209361994916313,0.022209361994916313
full_non_sleep,3,ridge_alpha_3,cat__Fitness_Level_Excellent,-0.06176657432090992,0.06176657432090992
full_non_sleep,3,ridge_alpha_3,cat__Fitness_Level_Good,-0.0534910384244849,0.0534910384244849
full_non_sleep,3,ridge_alpha_3,cat__Fitness_Level_Poor,0.09304825074642102,0.09304825074642102
full_non_sleep,3,ridge_alpha_3,cat__Wellness_Category_Average,0.02220936199499828,0.02220936199499828
full_non_sleep,3,ridge_alpha_3,cat__Wellness_Category_Excellent,-0.06176657431823671,0.06176657431823671
full_non_sleep,3,ridge_alpha_3,cat__Wellness_Category_Good,-0.053491038424163834,0.053491038424163834
full_non_sleep,3,ridge_alpha_3,cat__Wellness_Category_Poor,0.0930482507463799,0.0930482507463799
full_non_sleep,3,ridge_alpha_3,cat__Early_Waker_No,0.05837458646494745,0.05837458646494745
full_non_sleep,3,ridge_alpha_3,cat__Early_Waker_Yes,-0.05837458646494416,0.05837458646494416
full_non_sleep,3,elastic_alpha_0p001_l1_0p9,num__Age,0.11181753077623596,0.11181753077623596
full_non_sleep,3,elastic_alpha_0p001_l1_0p9,num__Height_cm,0.006892024673626441,0.006892024673626441
full_non_sleep,3,elastic_alpha_0p001_l1_0p9,num__Weight_kg,0.0,0.0
full_non_sleep,3,elastic_alpha_0p001_l1_0p9,num__BMI,0.5306806196041078,0.5306806196041078
full_non_sleep,3,elastic_alpha_0p001_l1_0p9,num__Exercise_Frequency_Per_Week,-1.0699803315110932,1.0699803315110932
full_non_sleep,3,elastic_alpha_0p001_l1_0p9,num__Exercise_Duration_Minutes,0.008183982330623549,0.008183982330623549
full_non_sleep,3,elastic_alpha_0p001_l1_0p9,num__Daily_Steps,-0.23837384914334148,0.23837384914334148
full_non_sleep,3,elastic_alpha_0p001_l1_0p9,num__Daily_Calorie_Intake,0.017837584076964518,0.017837584076964518
full_non_sleep,3,elastic_alpha_0p001_l1_0p9,num__Water_Intake_Liters,-0.10559467294916776,0.10559467294916776
full_non_sleep,3,elastic_alpha_0p001_l1_0p9,num__Fruit_Intake_Per_Day,-0.08031998142413195,0.08031998142413195
