Person_ID,split,cv_fold
P02434,holdout,-1
P02435,development,0
P02436,development,2
P02437,development,1
P02438,development,0
P02439,development,0
P02440,development,4
P02441,development,3
P02442,development,2
P02443,holdout,-1
P02444,development,1
P02445,development,3
P02446,development,0
P02447,development,1
P02448,development,4
P02449,development,1
P02450,holdout,-1
P02451,development,1
P02452,development,3
P02453,holdout,-1
P02454,development,0
P02455,development,0
P02456,holdout,-1
P02457,development,2
P02458,development,3
P02459,development,4
P02460,development,4
P02461,holdout,-1
P02462,development,2
P02463,development,0
P02464,holdout,-1
P02465,development,0
P02466,holdout,-1
P02467,holdout,-1
P02468,development,4
P02469,development,0
P02470,holdout,-1
P02471,development,0
P02472,development,2
P02473,development,0
P02474,development,4
P02475,development,2
P02476,holdout,-1
P02477,development,0
P02478,holdout,-1
P02479,development,1
P02480,holdout,-1
P02481,development,1
P02482,holdout,-1
P02483,development,3
P02484,development,2
P02485,development,3
P02486,development,0
P02487,holdout,-1
P02488,holdout,-1
P02489,development,0
P02490,development,1
P02491,development,1
P02492,holdout,-1
P02493,development,0
P02494,development,3
P02495,development,3
P02496,development,0
P02497,development,3
P02498,development,4
P02499,development,1
P02500,development,4
P02501,development,2
P02502,development,1
P02503,development,2
P02504,holdout,-1
P02505,holdout,-1
P02506,development,2
P02507,holdout,-1
P02508,development,1
P02509,development,2
P02510,development,4
P02511,development,1
P02512,holdout,-1
P02513,holdout,-1
P02514,development,0
P02515,development,2
P02516,development,2
P02517,development,3
P02518,development,4
P02519,development,3
P02520,holdout,-1
P02521,development,0
P02522,development,1
P02523,holdout,-1
P02524,development,3
P02525,development,1
P02526,development,2
P02527,development,3
P02528,development,2
P02529,development,1
P02530,development,2
P02531,development,2
P02532,development,0
P02533,development,4
P02534,holdout,-1
P02535,development,4
P02536,development,0
P02537,holdout,-1
P02538,development,2
P02539,holdout,-1
P02540,holdout,-1
P02541,development,4
P02542,development,1
P02543,development,2
P02544,development,3
P02545,holdout,-1
P02546,development,2
P02547,development,3
P02548,development,0
P02549,development,4
P02550,development,0
P02551,holdout,-1
P02552,development,1
P02553,holdout,-1
P02554,development,3
P02555,development,1
P02556,development,3
P02557,development,4
P02558,development,3
P02559,holdout,-1
P02560,development,3
P02561,development,1
P02562,holdout,-1
P02563,development,4
P02564,development,3
P02565,holdout,-1
P02566,holdout,-1
P02567,holdout,-1
P02568,development,3
P02569,development,3
P02570,development,3
P02571,development,3
P02572,development,2
P02573,development,2
P02574,development,4
P02575,development,2
P02576,development,3
P02577,development,2
P02578,development,4
P02579,development,3
P02580,development,0
P02581,development,2
P02582,holdout,-1
P02583,development,2
P02584,development,4
P02585,holdout,-1
P02586,development,3
P02587,holdout,-1
P02588,development,2
P02589,development,4
P02590,development,3
P02591,development,3
P02592,holdout,-1
P02593,development,4
P02594,development,1
P02595,development,3
P02596,development,4
P02597,holdout,-1
P02598,development,1
P02599,holdout,-1
P02600,development,2
P02601,development,0
P02602,development,3
P02603,holdout,-1
P02604,development,1
P02605,holdout,-1
P02606,development,0
P02607,development,3
P02608,development,1
P02609,development,1
P02610,development,2
P02611,holdout,-1
P02612,development,4
P02613,holdout,-1
P02614,development,3
P02615,development,2
P02616,development,3
P02617,development,3
P02618,development,3
P02619,development,1
P02620,development,1
P02621,development,2
P02622,development,0
P02623,development,0
P02624,development,3
P02625,development,3
P02626,holdout,-1
P02627,development,3
P02628,holdout,-1
P02629,development,2
P02630,holdout,-1
P02631,development,0
P02632,development,3
P02633,holdout,-1
P02634,development,3
P02635,development,3
P02636,development,4
P02637,development,1
P02638,development,0
P02639,development,0
P02640,development,3
P02641,development,1
P02642,holdout,-1
P02643,holdout,-1
P02644,development,2
P02645,development,3
P02646,development,4
P02647,holdout,-1
P02648,development,4
P02649,development,3
P02650,development,1
P02651,development,1
P02652,development,3
P02653,development,1
P02654,development,1
P02655,development,2
P02656,development,1
P02657,development,2
P02658,development,0
P02659,development,2
P02660,development,4
P02661,development,2
P02662,holdout,-1
P02663,development,3
P02664,holdout,-1
P02665,holdout,-1
P02666,development,1
P02667,development,0
P02668,development,1
P02669,development,2
P02670,development,1
P02671,development,2
P02672,development,3
P02673,development,3
P02674,development,0
P02675,development,0
P02676,holdout,-1
P02677,holdout,-1
P02678,development,2
P02679,development,2
P02680,development,3
P02681,development,3
P02682,development,1
P02683,development,1
P02684,development,0
P02685,development,2
P02686,development,4
P02687,development,3
P02688,development,0
P02689,holdout,-1
P02690,development,1
P02691,development,0
P02692,holdout,-1
P02693,development,2
P02694,development,4
P02695,development,0
P02696,development,3
P02697,holdout,-1
P02698,development,1
P02699,holdout,-1
P02700,development,4
P02701,development,3
P02702,development,0
P02703,development,3
P02704,development,3
P02705,development,2
P02706,development,3
P02707,development,0
P02708,development,1
P02709,development,4
P02710,development,0
P02711,development,2
P02712,development,3
P02713,development,0
P02714,development,1
P02715,development,1
P02716,development,2
P02717,development,3
P02718,development,4
P02719,development,3
P02720,development,4
P02721,development,2
P02722,development,4
P02723,development,1
P02724,development,0
P02725,development,3
P02726,development,0
P02727,development,3
P02728,holdout,-1
P02729,development,2
P02730,holdout,-1
P02731,development,2
P02732,development,3
P02733,development,3
P02734,development,2
P02735,development,4
P02736,holdout,-1
P02737,development,1
P02738,development,4
P02739,holdout,-1
P02740,development,3
P02741,development,1
P02742,development,0
P02743,development,1
P02744,development,3
P02745,development,2
P02746,development,3
P02747,development,0
P02748,development,4
P02749,development,1
P02750,development,4
P02751,development,2
P02752,development,4
P02753,development,3
P02754,development,3
P02755,holdout,-1
P02756,development,0
P02757,holdout,-1
P02758,development,3
P02759,development,4
P02760,development,2
P02761,development,0
P02762,development,3
P02763,development,1
P02764,holdout,-1
P02765,development,4
P02766,development,2
P02767,development,4
P02768,development,4
P02769,holdout,-1
P02770,holdout,-1
P02771,development,0
P02772,development,2
P02773,holdout,-1
P02774,development,1
P02775,development,1
P02776,development,2
P02777,development,4
P02778,development,0
P02779,development,4
P02780,development,4
P02781,development,2
P02782,development,2
P02783,development,0
P02784,development,4
P02785,development,3
P02786,development,4
P02787,holdout,-1
P02788,development,0
P02789,development,3
P02790,development,2
P02791,development,3
P02792,development,0
P02793,development,3
P02794,holdout,-1
P02795,development,3
P02796,development,2
P02797,development,4
P02798,development,3
P02799,development,1
P02800,development,2
P02801,development,3
P02802,development,1
P02803,development,3
P02804,holdout,-1
P02805,holdout,-1
P02806,development,3
P02807,development,0
P02808,development,4
P02809,development,0
P02810,development,3
P02811,holdout,-1
P02812,development,1
P02813,development,4
P02814,development,4
P02815,development,4
P02816,holdout,-1
P02817,development,0
P02818,development,3
P02819,development,4
P02820,development,3
P02821,development,3
P02822,holdout,-1
P02823,development,4
P02824,development,0
P02825,development,0
P02826,development,4
P02827,holdout,-1
P02828,development,4
P02829,development,3
P02830,development,0
P02831,development,0
P02832,holdout,-1
P02833,development,0
P02834,development,4
P02835,development,3
P02836,development,2
P02837,development,1
P02838,development,4
P02839,development,0
P02840,development,4
P02841,development,0
P02842,development,0
P02843,development,0
P02844,development,3
P02845,holdout,-1
P02846,development,2
P02847,development,2
P02848,development,0
P02849,development,3
P02850,development,0
P02851,development,0
P02852,development,4
P02853,development,0
P02854,development,2
P02855,development,2
P02856,development,1
P02857,development,4
P02858,development,0
P02859,development,2
P02860,development,4
P02861,holdout,-1
P02862,development,1
P02863,development,2
P02864,development,2
P02865,development,1
P02866,development,1
P02867,development,3
P02868,development,1
P02869,development,3
P02870,development,0
P02871,holdout,-1
P02872,development,2
P02873,development,1
P02874,development,4
P02875,holdout,-1
P02876,development,2
P02877,development,0
P02878,development,2
P02879,development,2
P02880,holdout,-1
P02881,development,4
P02882,holdout,-1
P02883,development,3
P02884,development,2
P02885,holdout,-1
P02886,holdout,-1
P02887,development,4
P02888,holdout,-1
P02889,holdout,-1
P02890,development,1
P02891,development,2
P02892,development,4
P02893,development,2
P02894,development,4
P02895,development,1
P02896,development,4
P02897,development,4
P02898,development,1
P02899,holdout,-1
P02900,development,3
P02901,development,3
P02902,development,1
P02903,development,3
P02904,development,0
P02905,development,1
P02906,development,2
P02907,development,0
P02908,development,3
P02909,development,3
P02910,development,0
P02911,holdout,-1
P02912,development,4
P02913,development,0
P02914,development,0
P02915,development,0
P02916,development,0
P02917,development,2
P02918,development,1
P02919,development,4
P02920,development,1
P02921,development,0
P02922,development,0
P02923,holdout,-1
P02924,development,1
P02925,holdout,-1
P02926,development,0
P02927,development,2
P02928,development,1
P02929,development,0
P02930,development,1
P02931,development,0
P02932,development,4
P02933,holdout,-1
P02934,development,4
P02935,development,0
P02936,development,4
P02937,holdout,-1
P02938,development,1
P02939,development,0
P02940,development,2
P02941,development,3
P02942,development,4
P02943,development,4
P02944,development,3
P02945,development,1
P02946,development,0
P02947,development,3
P02948,development,1
P02949,development,0
P02950,development,3
P02951,development,1
P02952,development,3
P02953,development,1
P02954,development,4
P02955,development,0
P02956,development,1
P02957,development,4
P02958,development,2
P02959,development,0
P02960,holdout,-1
P02961,development,0
P02962,development,3
P02963,development,2
P02964,development,2
P02965,development,1
P02966,development,3
P02967,development,2
P02968,development,2
P02969,development,4
P02970,development,3
P02971,development,4
P02972,development,3
P02973,development,4
P02974,development,1
P02975,development,1
P02976,development,4
P02977,holdout,-1
P02978,development,4
P02979,development,2
P02980,holdout,-1
P02981,development,4
P02982,development,3
P02983,development,0
P02984,holdout,-1
P02985,development,0
P02986,development,1
P02987,development,3
P02988,development,1
P02989,development,3
P02990,development,3
P02991,development,1
P02992,development,4
P02993,development,4
P02994,holdout,-1
P02995,holdout,-1
P02996,development,0
P02997,development,1
P02998,development,1
P02999,development,0
P03000,development,0
P03001,development,3
P03002,development,3
P03003,development,1
P03004,development,3
P03005,development,0
P03006,development,0
P03007,holdout,-1
P03008,holdout,-1
P03009,development,2
P03010,development,2
P03011,development,1
P03012,holdout,-1
P03013,development,2
P03014,development,2
P03015,holdout,-1
P03016,development,3
P03017,development,0
P03018,development,1
P03019,development,1
P03020,development,3
P03021,development,3
P03022,development,2
P03023,development,1
P03024,holdout,-1
P03025,development,4
P03026,development,3
P03027,development,4
P03028,development,0
P03029,development,4
P03030,holdout,-1
P03031,holdout,-1
P03032,development,1
P03033,development,4
P03034,development,2
P03035,development,1
P03036,development,3
P03037,holdout,-1
P03038,development,2
P03039,development,0
P03040,development,1
P03041,development,1
P03042,development,0
P03043,development,0
P03044,holdout,-1
P03045,development,1
P03046,development,4
P03047,development,2
P03048,development,4
P03049,holdout,-1
P03050,development,0
P03051,development,3
P03052,development,3
P03053,development,3
P03054,development,1
P03055,development,0
P03056,development,3
P03057,holdout,-1
P03058,holdout,-1
P03059,development,0
P03060,holdout,-1
P03061,development,1
P03062,development,3
P03063,development,0
P03064,development,3
P03065,development,0
P03066,development,4
P03067,development,1
P03068,holdout,-1
P03069,development,2
P03070,development,3
P03071,development,0
P03072,development,4
P03073,holdout,-1
P03074,development,0
P03075,development,1
P03076,holdout,-1
P03077,development,4
P03078,development,3
P03079,holdout,-1
P03080,development,3
P03081,holdout,-1
P03082,holdout,-1
P03083,development,3
P03084,development,2
P03085,development,1
P03086,development,0
P03087,holdout,-1
P03088,development,2
P03089,holdout,-1
P03090,development,4
P03091,development,3
P03092,holdout,-1
P03093,development,4
P03094,development,4
P03095,development,2
P03096,development,0
P03097,development,2
P03098,development,4
P03099,development,1
P03100,development,0
P03101,development,0
P03102,holdout,-1
P03103,development,2
P03104,development,3
P03105,development,0
P03106,development,3
P03107,holdout,-1
P03108,holdout,-1
P03109,development,3
P03110,holdout,-1
P03111,development,0
P03112,development,1
P03113,development,3
P03114,development,2
P03115,development,1
P03116,development,4
P03117,holdout,-1
P03118,development,0
P03119,development,1
P03120,development,2
P03121,development,1
P03122,development,0
P03123,development,1
P03124,development,2
P03125,development,1
P03126,development,4
P03127,development,2
P03128,development,4
P03129,development,4
P03130,development,3
P03131,development,3
P03132,development,2
P03133,development,2
P03134,development,0
P03135,holdout,-1
P03136,development,0
P03137,development,0
P03138,development,1
P03139,development,4
P03140,development,3
P03141,development,1
P03142,development,3
P03143,development,1
P03144,development,2
P03145,development,4
P03146,holdout,-1
P03147,holdout,-1
P03148,holdout,-1
P03149,development,4
P03150,development,0
P03151,development,0
P03152,holdout,-1
P03153,development,4
P03154,development,3
P03155,development,0
P03156,development,0
P03157,holdout,-1
P03158,development,0
P03159,development,2
P03160,holdout,-1
P03161,development,2
P03162,development,2
P03163,development,1
P03164,development,2
P03165,holdout,-1
P03166,development,0
P03167,development,4
P03168,holdout,-1
P03169,development,3
P03170,development,0
P03171,development,4
P03172,holdout,-1
P03173,development,4
P03174,development,4
P03175,holdout,-1
P03176,development,1
P03177,development,0
P03178,development,2
P03179,development,3
P03180,development,4
P03181,development,0
P03182,holdout,-1
P03183,development,4
P03184,development,4
P03185,development,0
P03186,development,3
P03187,development,4
P03188,development,2
P03189,development,0
P03190,development,0
P03191,development,2
P03192,development,3
P03193,holdout,-1
P03194,holdout,-1
P03195,development,0
P03196,development,3
P03197,development,1
P03198,holdout,-1
P03199,holdout,-1
P03200,development,0
P03201,holdout,-1
P03202,development,2
P03203,holdout,-1
P03204,development,1
P03205,development,4
P03206,development,2
P03207,development,3
P03208,development,0
P03209,development,4
P03210,development,1
P03211,development,0
P03212,development,4
P03213,holdout,-1
P03214,holdout,-1
P03215,development,4
P03216,development,1
P03217,holdout,-1
P03218,development,4
P03219,holdout,-1
P03220,development,3
P03221,development,2
P03222,development,1
P03223,holdout,-1
P03224,holdout,-1
P03225,development,3
P03226,development,0
P03227,holdout,-1
P03228,development,0
P03229,development,1
P03230,development,4
P03231,development,1
P03232,development,4
P03233,holdout,-1
P03234,development,0
P03235,development,0
P03236,development,1
P03237,development,3
P03238,development,1
P03239,development,3
P03240,holdout,-1
P03241,development,4
P03242,development,4
P03243,development,4
P03244,development,3
P03245,development,1
P03246,development,2
P03247,development,2
P03248,holdout,-1
P03249,development,1
P03250,development,1
P03251,development,4
P03252,development,3
P03253,development,4
P03254,holdout,-1
P03255,development,1
P03256,holdout,-1
P03257,development,0
P03258,holdout,-1
P03259,development,2
P03260,development,1
P03261,holdout,-1
P03262,development,0
P03263,development,4
P03264,development,0
P03265,development,4
P03266,holdout,-1
P03267,holdout,-1
P03268,development,3
P03269,development,3
P03270,development,3
P03271,development,3
P03272,development,4
P03273,development,3
P03274,development,2
P03275,development,0
P03276,holdout,-1
P03277,development,1
P03278,development,3
P03279,development,3
P03280,development,2
P03281,development,1
P03282,development,4
P03283,development,3
P03284,development,4
P03285,development,0
P03286,development,4
P03287,development,3
P03288,development,3
P03289,development,1
P03290,development,0
P03291,development,4
P03292,holdout,-1
P03293,holdout,-1
P03294,development,1
P03295,development,3
P03296,holdout,-1
P03297,holdout,-1
P03298,holdout,-1
P03299,holdout,-1
P03300,development,3
P03301,development,3
P03302,development,1
P03303,development,1
P03304,holdout,-1
P03305,development,0
P03306,development,1
P03307,development,1
P03308,holdout,-1
P03309,development,2
P03310,holdout,-1
P03311,development,3
P03312,development,4
P03313,development,3
P03314,development,1
P03315,development,1
P03316,holdout,-1
P03317,development,4
P03318,development,3
P03319,development,4
P03320,holdout,-1
P03321,development,0
P03322,development,0
P03323,development,2
P03324,holdout,-1
P03325,development,0
P03326,holdout,-1
P03327,holdout,-1
P03328,development,0
P03329,development,0
P03330,development,2
P03331,development,1
P03332,development,4
P03333,development,3
P03334,development,4
P03335,development,2
P03336,development,4
P03337,development,4
P03338,development,2
P03339,development,4
P03340,development,0
P03341,development,4
P03342,development,2
P03343,development,3
P03344,holdout,-1
P03345,development,3
P03346,holdout,-1
P03347,holdout,-1
P03348,holdout,-1
P03349,development,1
P03350,development,0
P03351,development,4
P03352,development,0
P03353,holdout,-1
P03354,development,4
P03355,development,1
P03356,development,0
P03357,development,2
P03358,holdout,-1
P03359,development,2
P03360,development,2
P03361,development,0
P03362,development,0
P03363,development,1
P03364,development,1
P03365,development,1
P03366,holdout,-1
P03367,development,3
P03368,development,0
P03369,holdout,-1
P03370,development,0
P03371,development,4
P03372,development,4
P03373,development,2
P03374,holdout,-1
P03375,development,2
P03376,holdout,-1
P03377,development,1
P03378,development,3
P03379,holdout,-1
P03380,development,3
P03381,development,2
P03382,development,2
P03383,development,2
P03384,development,3
P03385,development,1
P03386,development,0
P03387,development,1
P03388,development,2
P03389,development,0
P03390,development,1
P03391,holdout,-1
P03392,development,2
P03393,holdout,-1
P03394,development,1
P03395,holdout,-1
P03396,development,1
P03397,development,0
P03398,development,4
P03399,holdout,-1
P03400,holdout,-1
P03401,holdout,-1
P03402,holdout,-1
P03403,development,2
P03404,development,1
P03405,development,4
P03406,development,2
P03407,holdout,-1
P03408,development,0
P03409,holdout,-1
P03410,development,2
P03411,development,2
P03412,development,4
P03413,holdout,-1
P03414,development,2
P03415,development,4
P03416,development,4
P03417,development,1
P03418,development,1
P03419,development,3
P03420,development,1
P03421,development,4
P03422,development,1
P03423,development,2
P03424,development,0
P03425,development,1
P03426,holdout,-1
P03427,development,0
P03428,development,1
P03429,development,3
P03430,development,2
P03431,development,0
P03432,development,3
P03433,development,2
P03434,development,1
P03435,holdout,-1
P03436,development,2
P03437,development,3
P03438,development,1
P03439,holdout,-1
P03440,development,2
P03441,development,3
P03442,holdout,-1
P03443,development,1
P03444,development,4
P03445,development,1
P03446,development,1
P03447,development,2
P03448,development,4
P03449,development,1
P03450,development,2
P03451,development,4
P03452,development,3
P03453,development,4
P03454,development,2
P03455,development,2
P03456,development,4
P03457,development,3
P03458,holdout,-1
P03459,development,3
P03460,development,0
P03461,development,0
P03462,development,4
P03463,development,4
P03464,development,2
P03465,holdout,-1
P03466,development,3
P03467,development,2
P03468,development,1
P03469,holdout,-1
P03470,development,0
P03471,development,2
P03472,holdout,-1
P03473,development,1
P03474,development,2
P03475,development,3
P03476,holdout,-1
P03477,development,4
P03478,holdout,-1
P03479,development,0
P03480,development,4
P03481,development,1
P03482,holdout,-1
P03483,development,1
P03484,development,0
P03485,development,1
P03486,development,1
P03487,development,4
P03488,holdout,-1
P03489,development,2
P03490,holdout,-1
P03491,development,4
P03492,development,2
P03493,development,0
P03494,development,4
P03495,holdout,-1
P03496,holdout,-1
P03497,holdout,-1
P03498,holdout,-1
P03499,development,0
P03500,development,3
P03501,development,2
P03502,holdout,-1
P03503,development,0
P03504,development,2
P03505,development,3
P03506,development,2
P03507,development,4
P03508,development,2
P03509,holdout,-1
P03510,development,1
P03511,holdout,-1
P03512,development,1
P03513,development,2
P03514,development,0
P03515,development,2
P03516,development,0
P03517,holdout,-1
P03518,development,4
P03519,development,3
P03520,holdout,-1
P03521,development,0
P03522,holdout,-1
P03523,development,4
P03524,holdout,-1
P03525,development,0
P03526,holdout,-1
P03527,development,1
P03528,development,0
P03529,holdout,-1
P03530,development,0
P03531,development,4
P03532,development,2
P03533,development,2
P03534,development,4
P03535,development,2
P03536,development,1
P03537,development,3
P03538,development,4
P03539,holdout,-1
P03540,development,4
P03541,holdout,-1
P03542,development,0
P03543,development,1
P03544,development,3
P03545,development,3
P03546,development,3
P03547,development,4
P03548,development,1
P03549,development,1
P03550,development,3
P03551,development,2
P03552,development,0
P03553,holdout,-1
P03554,development,2
P03555,development,2
P03556,holdout,-1
P03557,development,0
P03558,development,0
P03559,development,1
P03560,development,0
P03561,development,3
P03562,development,2
P03563,development,4
P03564,development,1
P03565,holdout,-1
P03566,development,3
P03567,holdout,-1
P03568,holdout,-1
P03569,development,4
P03570,development,1
P03571,holdout,-1
P03572,development,1
P03573,holdout,-1
P03574,development,2
P03575,holdout,-1
P03576,development,0
P03577,development,4
P03578,development,1
P03579,development,3
P03580,development,1
P03581,development,0
P03582,holdout,-1
P03583,development,3
P03584,development,3
P03585,development,2
P03586,development,0
P03587,development,3
P03588,development,1
P03589,holdout,-1
P03590,development,1
P03591,development,3
P03592,development,2
P03593,development,0
P03594,development,0
P03595,development,0
P03596,development,0
P03597,development,0
P03598,development,4
P03599,development,2
P03600,development,2
P03601,holdout,-1
P03602,development,4
P03603,development,2
P03604,development,2
P03605,development,3
P03606,development,1
P03607,holdout,-1
P03608,holdout,-1
P03609,development,0
P03610,development,1
P03611,development,3
P03612,development,3
P03613,development,3
P03614,holdout,-1
P03615,development,4
P03616,development,1
P03617,development,2
P03618,development,3
P03619,development,1
P03620,development,4
P03621,development,1
P03622,development,0
P03623,development,3
P03624,holdout,-1
P03625,holdout,-1
P03626,development,4
P03627,development,1
P03628,development,3
P03629,development,0
P03630,development,4
P03631,development,4
P03632,development,1
P03633,development,1
P03634,holdout,-1
P03635,development,0
P03636,holdout,-1
P03637,development,3
P03638,development,2
P03639,development,4
P03640,development,1
P03641,development,3
P03642,holdout,-1
P03643,development,3
P03644,holdout,-1
P03645,development,2
P03646,development,2
P03647,holdout,-1
P03648,holdout,-1
P03649,development,0
P03650,development,3
P03651,development,2
P03652,development,3
P03653,development,3
P03654,development,3
P03655,development,4
P03656,development,0
P03657,development,3
P03658,development,4
P03659,holdout,-1
P03660,development,4
P03661,development,2
P03662,development,4
P03663,development,0
P03664,development,0
P03665,development,0
P03666,holdout,-1
P03667,development,2
P03668,development,2
P03669,holdout,-1
P03670,holdout,-1
P03671,development,2
P03672,development,4
P03673,development,1
P03674,development,0
P03675,development,3
P03676,holdout,-1
P03677,holdout,-1
P03678,development,3
P03679,development,2
P03680,development,4
P03681,development,3
P03682,holdout,-1
P03683,development,4
P03684,development,2
P03685,development,4
P03686,development,1
P03687,holdout,-1
P03688,development,3
P03689,development,3
P03690,development,3
P03691,development,4
P03692,development,1
P03693,development,3
P03694,development,2
P03695,development,3
P03696,development,3
P03697,holdout,-1
P03698,development,3
P03699,development,2
P03700,development,4
P03701,holdout,-1
P03702,development,4
P03703,development,0
P03704,development,0
P03705,development,1
P03706,development,1
P03707,development,2
P03708,development,3
P03709,development,0
P03710,development,1
P03711,development,4
P03712,development,3
P03713,development,1
P03714,holdout,-1
P03715,development,3
P03716,development,4
P03717,development,4
P03718,development,2
P03719,development,0
P03720,holdout,-1
P03721,holdout,-1
P03722,development,3
P03723,development,3
P03724,holdout,-1
P03725,holdout,-1
P03726,development,0
P03727,development,1
P03728,holdout,-1
P03729,development,1
P03730,development,4
P03731,development,1
P03732,development,3
P03733,development,3
P03734,holdout,-1
P03735,holdout,-1
P03736,development,3
P03737,development,1
P03738,development,2
P03739,development,3
P03740,development,4
P03741,development,1
P03742,development,1
P03743,development,3
P03744,development,2
P03745,development,0
P03746,development,2
P03747,development,4
P03748,holdout,-1
P03749,development,0
P03750,development,0
P03751,development,2
P03752,development,3
P03753,holdout,-1
P03754,development,1
P03755,development,2
P03756,development,0
P03757,development,1
P03758,development,2
P03759,development,0
P03760,development,4
P03761,development,0
P03762,development,3
P03763,development,2
P03764,development,2
P03765,development,1
P03766,development,1
P03767,development,1
P03768,development,4
P03769,development,1
P03770,development,0
P03771,development,2
P03772,development,0
P03773,development,2
P03774,holdout,-1
P03775,development,3
P03776,development,2
P03777,holdout,-1
P03778,development,2
P03779,development,2
P03780,development,3
P03781,development,3
P03782,development,3
P03783,development,0
P03784,development,1
P03785,development,0
P03786,development,3
P03787,holdout,-1
P03788,holdout,-1
P03789,development,2
P03790,development,4
P03791,holdout,-1
P03792,development,1
P03793,development,2
P03794,holdout,-1
P03795,development,3
P03796,development,2
P03797,development,1
P03798,development,2
P03799,holdout,-1
P03800,development,2
P03801,development,0
P03802,development,4
P03803,development,3
P03804,development,2
P03805,development,3
P03806,development,2
P03807,development,3
P03808,development,3
P03809,holdout,-1
P03810,development,1
P03811,development,3
P03812,development,4
P03813,development,1
P03814,development,1
P03815,development,4
P03816,development,0
P03817,development,1
P03818,development,2
P03819,holdout,-1
P03820,development,2
P03821,development,1
P03822,development,2
P03823,development,1
P03824,development,1
P03825,development,1
P03826,development,3
P03827,development,1
P03828,development,2
P03829,development,3
P03830,development,4
P03831,development,4
P03832,development,4
P03833,development,2
P03834,development,1
P03835,development,1
P03836,development,0
P03837,development,0
P03838,development,1
P03839,holdout,-1
P03840,development,1
P03841,development,1
P03842,development,1
P03843,development,1
P03844,development,3
P03845,development,1
P03846,development,3
P03847,holdout,-1
P03848,development,4
P03849,development,0
P03850,development,2
P03851,development,0
P03852,development,0
P03853,development,2
P03854,development,3
P03855,development,1
P03856,holdout,-1
P03857,development,0
P03858,development,0
P03859,development,1
P03860,holdout,-1
P03861,development,3
P03862,development,2
P03863,development,3
P03864,development,2
P03865,development,3
P03866,development,4
P03867,development,2
P03868,development,4
P03869,development,1
P03870,development,4
P03871,development,4
P03872,holdout,-1
P03873,holdout,-1
P03874,development,4
P03875,development,4
P03876,development,3
P03877,development,2
P03878,development,3
P03879,development,2
P03880,development,4
P03881,holdout,-1
P03882,development,2
P03883,development,3
P03884,development,2
P03885,development,2
P03886,development,1
P03887,development,0
P03888,holdout,-1
P03889,development,0
P03890,holdout,-1
P03891,holdout,-1
P03892,development,2
P03893,development,1
P03894,development,4
P03895,development,3
P03896,holdout,-1
P03897,development,1
P03898,development,4
P03899,development,4
P03900,holdout,-1
P03901,development,3
P03902,development,4
P03903,development,3
P03904,development,1
P03905,development,3
P03906,development,0
P03907,holdout,-1
P03908,holdout,-1
P03909,development,1
P03910,development,4
P03911,development,3
P03912,holdout,-1
P03913,development,3
P03914,development,3
P03915,development,1
P03916,development,0
P03917,development,0
P03918,holdout,-1
P03919,development,3
P03920,development,4
P03921,development,1
P03922,holdout,-1
P03923,development,2
P03924,development,3
P03925,development,0
P03926,development,2
P03927,development,3
P03928,development,1
P03929,development,4
P03930,development,1
P03931,development,0
P03932,development,4
P03933,development,0
P03934,development,1
P03935,development,3
P03936,development,4
P03937,development,1
P03938,development,1
P03939,development,2
P03940,development,0
P03941,development,0
P03942,development,4
P03943,holdout,-1
P03944,development,0
P03945,holdout,-1
P03946,development,2
P03947,holdout,-1
P03948,development,4
P03949,development,2
P03950,holdout,-1
P03951,development,4
P03952,development,2
P03953,development,2
P03954,holdout,-1
P03955,development,3
P03956,development,1
P03957,holdout,-1
P03958,development,4
P03959,development,0
P03960,development,4
P03961,development,3
P03962,development,3
P03963,development,3
P03964,development,4
P03965,development,3
P03966,development,0
P03967,development,3
P03968,development,1
P03969,development,2
P03970,development,0
P03971,development,3
P03972,holdout,-1
P03973,holdout,-1
P03974,development,2
P03975,development,3
P03976,holdout,-1
P03977,development,4
P03978,development,4
P03979,development,2
P03980,development,3
P03981,development,1
P03982,development,1
P03983,development,0
P03984,development,0
P03985,holdout,-1
P03986,development,1
P03987,development,0
P03988,holdout,-1
P03989,development,0
P03990,holdout,-1
P03991,development,0
P03992,development,0
P03993,development,2
P03994,development,1
P03995,development,2
P03996,development,0
P03997,holdout,-1
P03998,development,0
P03999,development,1
P04000,development,1
P04001,holdout,-1
P04002,development,0
P04003,development,2
P04004,development,3
P04005,development,2
P04006,development,0
P04007,development,2
P04008,development,4
P04009,holdout,-1
P04010,holdout,-1
P04011,holdout,-1
P04012,development,1
P04013,development,2
P04014,development,2
P04015,development,0
P04016,holdout,-1
P04017,development,2
P04018,development,4
P04019,development,2
P04020,holdout,-1
P04021,development,3
P04022,development,2
P04023,development,2
P04024,development,0
P04025,development,1
P04026,development,2
P04027,development,2
P04028,development,2
P04029,holdout,-1
P04030,development,4
P04031,development,4
P04032,development,4
P04033,development,0
P04034,development,4
P04035,holdout,-1
P04036,development,1
P04037,development,4
P04038,development,1
P04039,holdout,-1
P04040,holdout,-1
P04041,development,2
P04042,development,3
P04043,holdout,-1
P04044,development,4
P04045,development,3
P04046,development,1
P04047,development,4
P04048,development,3
P04049,development,3
P04050,development,0
P04051,development,3
P04052,holdout,-1
P04053,development,3
P04054,development,2
P04055,development,0
P04056,development,1
P04057,development,1
P04058,development,3
P04059,development,2
P04060,development,1
